Best parameters set found on development set:
0.72598 (+/-0.014) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 69, 'p': 2, 'weights': 'uniform'}
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68402 (+/-0.023) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'} probability 0.000
0.68178 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68178 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68178 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68178 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68178 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68164 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68150 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68146 (+/-0.017) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.68132 (+/-0.018) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 7, 'p': 1, 'weights': 'distance'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67985 (+/-0.029) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 21, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 22, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 23, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 24, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 25, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 26, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 27, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 28, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 29, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.67818 (+/-0.027) for {'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 5, 'p': 2, 'weights': 'distance'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 1, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 2, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 3, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 4, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 5, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 6, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 7, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 8, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 9, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 11, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 12, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 13, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 14, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 15, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 16, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 17, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 18, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
0.66636 (+/-0.024) for {'algorithm': 'auto', 'leaf_size': 19, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'} probability 0.000
